context1	context2	label
She had a [ smile ] on her face .	a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement||facial_expression facial_gesture	T
he was surprised by the [ absence ] of any explanation	the state of being absent||lack deficiency want	T
How much [ furniture ] did they leave behind ?	furnishings that make a room or other area ready for occupancy||furnishing	T
I can not think it a [ hardship ] that more indulgence is allowed to men than to women"- James Boswell	something that causes or entails suffering; - James Boswell||misfortune bad_luck	T
Mayonnaise is an [ emulsion ] where egg is used to keep oil and water mixed .	(chemistry) a colloid in which both phases are liquids||colloid	T
Our children attend a public [ school ] in our neighborhood .	an educational institution||educational_institution	T
the gardener planted a [ bed ] of roses	a plot of ground in which plants are growing||plot plot_of_land plot_of_ground patch	T
God 's [ grace ] is manifested in the salvation of sinners	(Christian theology) the free and unmerited favor or beneficence of God||beneficence	T
the [ object ] of my affection	the focus of cognitions or feelings||content cognitive_content mental_object	T
they had stock [ footage ] of lightning , tornados , and hurricanes	film that has been shot||film photographic_film	T
Many sunken ships rest on the ocean [ floor ] .	the lower inside surface of any hollow structure||surface Earth's_surface	T
To apply for the position , complete the application [ form ] .	a printed document with spaces in which to write||document written_document papers	T
they drew up a six - step [ plan ]	a series of steps to be carried out or goals to be accomplished||idea thought	T
he recalled the [ experience ] vividly	the content of direct observation or participation in an event||content cognitive_content mental_object	T
He did n't want his pockets to bulge so he was walking around with all his [ stuff ] in his hands .	miscellaneous unspecified objects||object physical_object	T
the reason that the agency is doomed to inaction has something to do with the FBI [ culture ]	the attitudes and behavior that are characteristic of a particular social group or organization||attitude mental_attitude	T
it was a bum [ rap ]	a reproach for some lapse or misdeed||reproach	T
By [ law ] , one is not allowed to own a wallaby in New York City .	the collection of rules imposed by authority||collection aggregation accumulation assemblage	T
200 [ head ] of cattle and 50 head of horses	a single domestic animal||domestic_animal domesticated_animal	T
his [ conflict ] of interest made him ineligible for the post	a state of opposition between persons or ideas or interests||state	T
barbecue over an open [ fire ]	fuel that is burning and is used as a means for cooking||fuel	T
you are in no [ danger ]	the condition of being susceptible to harm or injury||condition status	T
they stopped selling in exact sizes in order to reduce [ inventory ]	the merchandise that a shop has on hand||merchandise ware product	T
he recorded the spoken [ language ] of the streets	(language) communication by word of mouth||auditory_communication	T
in careful usage the noun [ enormity ] is not used to express the idea of great size	vastness of size or extent||enormousness grandness greatness immenseness immensity sizeableness vastness wideness	T
The [ shortness ] of a stubby pencil	the property of being truncated or short||lowness	T
So that 's fifteen - [ love ] to Kournikova .	a score of zero in tennis or squash||score	T
A [ block ] of stone .	a solid piece of something (usually having flat rectangular sides)||artifact artefact	T
his coin collection included the complete [ series ] of Indian - head pennies	a group of postage stamps having a common theme or a group of coins or currency selected as a group for study or collection||group grouping	T
sand of a fine [ grain ]	the physical composition of something (especially with respect to the size and shape of the small constituents of a substance)||constitution composition physical_composition makeup make-up	T
Their [ assumption ] of his guilt disqualified them from jury duty .	a hypothesis that is taken for granted||hypothesis possibility theory	T
it is [ time ] to go	a suitable moment||moment minute second instant	T
He can have the [ run ] of the house .	unrestricted freedom to use||liberty	T
he wrote a letter of [ apology ] to the hostess	an expression of regret at having caused trouble for someone||acknowledgment acknowledgement	T
the [ hum ] of distant traffic	a humming noise||noise	T
a political system with no [ place ] for the less prominent groups	an abstract mental location||cognition knowledge noesis	T
political [ convention ]	a large formal assembly||meeting group_meeting	T
it is not work but [ worry ] that kills	a strong feeling of anxiety||anxiety	T
We hiked through the Andes mountain [ range ] .	a series of hills or mountains||geological_formation formation	T
Sorry , girls , I suck [ dick ] .	obscene terms for penis||penis phallus member	T
his display of [ foulness ] deserved severe punishment	disgusting wickedness and immorality||iniquity wickedness darkness dark	T
We 're expecting a large [ party ] from the London office .	a group of people gathered together for pleasure||social_gathering social_affair	T
The pit [ floor ] showed where a ring of post holes had been .	the lower inside surface of any hollow structure||surface Earth's_surface	T
I am not of your [ persuasion ]	a personal belief or judgment that is not founded on proof or certainty||belief	T
the [ appointment ] had to be approved by the whole committee	the act of putting a person into a non-elective position||decision determination conclusion	T
a prison [ term ]	a limited period of time||time_period period_of_time period	T
he played [ baseball ] in high school	a ball game played with a bat and ball between two teams of nine players; teams take turns at bat trying to score runs||ball_game ballgame	T
my [ neighborhood ] voted for Bush	people living near one another||community	T
the [ poison ] of fascism	anything that harms or destroys||destructiveness	T
A peasant is not allowed to fall in love with a lady of [ quality ] .	high social status||social_station social_status social_rank rank	T
the simultaneous [ optimization ] of growth and profitability	the act of rendering optimal||improvement	T
US [ date ] : 05/24/08 = Tuesday , May 24th , 2008 . UK date : 24/05/08 = Tuesday 24th May 2008 .	the particular day, month, or year (usually according to the Gregorian calendar) that an event occurred||calendar_day civil_day	T
the doctor recommended regular [ exercise ]	the activity of exerting your muscles in various ways to keep fit||effort elbow_grease exertion travail sweat	T
he threw a [ rock ] at me	a lump or mass of hard consolidated mineral matter||natural_object	T
a filming [ session ]	a meeting devoted to a particular activity||meeting coming_together	T
Napoleon III was an [ echo ] of the mighty Emperor but an infinitely better man	a close parallel of a feeling, idea, style, etc.||analogue analog parallel	T
you do n't have the [ stuff ] to be a United States Marine	unspecified qualities required to do or be something||quality	T
he followed on [ foot ]	travel by walking||walk	T
At five years of age this [ head ] of cattle is worth perhaps $ 40	a single domestic animal||domestic_animal domesticated_animal	T
The medical resident finished a two - week [ rotation ] in pediatrics and began one in orthopaedics .	a planned recurrent sequence (of crops or personnel etc.)||sequence chronological_sequence succession successiveness chronological_succession	T
spiritual [ bankruptcy ]	a state of complete lack of some abstract property||failure	T
an [ indication ] of foul play	something that serves to indicate or suggest||communication	T
There is a hurricane in the [ vicinity ] of the Bahamas .	a surrounding or nearby region||section	T
Tow is flax with short [ staple ] .	a natural fiber (raw cotton, wool, hemp, flax) that can be twisted to form yarn||natural_fiber natural_fibre	T
He celebrated after the [ sale ] of company .	an agreement (or contract) in which property is transferred from the seller (vendor) to the buyer (vendee) for a fixed price in money (paid or agreed to be paid by the buyer)||agreement understanding	T
the enemy offered little [ resistance ]	the military action of resisting the enemy's advance||military_action action	T
The " [ war ] on terror " is a campaign against terrorist crime .	a concerted campaign to end something that is injurious||campaign cause crusade drive movement effort	T
exercise gave him a good [ stomach ] for dinner	an appetite for food||appetite appetency appetence	T
Does n't that [ patch ] of clouds looks like a bunny ?	a period of indeterminate length (usually short) marked by some action or condition||time	T
it ended on a sour [ note ]	a characteristic emotional quality||air aura atmosphere	T
the whole [ school ] turned out for the game	an educational institution's faculty and students||educational_institution	T
the duties of citizenship are lost sight of in the [ wilderness ] of interests of individuals and groups	a bewildering profusion||profusion profuseness richness cornucopia	T
They are having a clearance [ sale ] : 50 % off .	an occasion (usually brief) for buying at specially reduced prices||occasion	T
the [ weakness ] of the span was overlooked until it collapsed	the property of lacking physical or mental strength; liability to failure under pressure or stress or strain||property	T
his dreams all turned to [ smoke ]	something with no concrete substance||insubstantiality	T
the clone was a [ copy ] of its ancestor	a thing made to be similar or identical to another thing||representation	T
bad [ luck ] caused his downfall	an unknown and unpredictable phenomenon that causes an event to result one way rather than another||phenomenon	T
they had a nice [ stay ] in Paris	continuing or remaining in a place or state||act deed human_action human_activity	T
Bernoulli 's [ principle ] ;     The http://en.wikipedia.org/wiki/Pauli_exclusion_principle Pauli Exclusion Principle prevents two fermions from occupying the same state .     The principle of the internal combustion engine	a basic truth or law or assumption||law natural_law	T
A [ grain ] of sand	a relatively small granular particle of a substance||atom molecule particle corpuscle mote speck	T
In all [ likelihood ] the meeting will be cancelled .	the probability of a specified outcome||probability	T
He gave up on [ life ] .	the condition of living or the state of being alive||being beingness existence	T
We saw a two - act [ play ] in the theatre .	a dramatic work intended for performance by actors on a stage||dramatic_composition dramatic_work	T
A solid [ border ] around a table of figures	a decorative recessed or relieved surface on an edge||edge	T
the [ practice ] of the law	the exercise of a profession||use usage utilization utilisation employment exercise	T
you would be a [ dingbat ] even to try it	a silly empty-headed person||simpleton simple	T
The village [ fool ] threw his own shoes down the well .	a person who lacks good judgment||simpleton simple	T
A [ procession ] of mourners ; the Lord Mayor 's procession	the group action of a collection of people or animals or vehicles moving ahead in more or less regular formation||collection aggregation accumulation assemblage	T
A [ treatment ] or cure is applied after a medical problem has already started .	care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury)||care attention aid tending	T
the only city of any [ size ] in that area	a large magnitude||magnitude	T
it worked up to right [ now ]	the momentary present||present nowadays	T
How great thou [ art ] !	a superior skill that you can learn by study and practice and observation||superior_skill	T
they set out on their [ return ] to the base camp	the act of going back to a prior location||motion movement move	T
frustrated by the [ narrowness ] of people 's horizons	a restriction of range or scope||restriction limitation	T
[ demobilization ] of factories	act of changing from a war basis to a peace basis including disbanding or discharging troops||social_control	T
Piecas kronas — five [ krona ]	the basic unit of money in Sweden||Swedish_monetary_unit	T
the United Nations must have the power to propose and organize [ action ] without being hobbled by irrelevant issues	an act by a government body or supranational organization||group_action	T
I 'll just go to the [ lumberyard ] and buy some more two by fours so we can finish building this .	a workplace where lumber is stocked for sale||workplace work	T
It 's common [ sense ] not to put metal objects in a microwave oven .	sound practical judgment||sagacity sagaciousness judgment judgement discernment	T
He has a sinister [ smile ] .	a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement||facial_expression facial_gesture	T
in a weak financial [ state ]	the way something is with respect to its main attributes||attribute	T
the Times is not the [ voice ] of New York	a means or agency by which something is expressed or communicated||means agency way	T
A good teacher is essential for a good [ education ] .	the activities of educating or instructing; activities that impart knowledge or skill||activity	T
Can I buy you a [ drink ] ?	a single serving of a beverage||helping portion serving	T
the car pulled off onto the [ shoulder ]	a narrow edge of land (usually unpaved) along the side of a road||edge	T
law and [ order ]	established customary state (especially of society)||state	T
She has a pretty [ face ] .	the front of the human head from the forehead to the chin and ear to ear||external_body_part	T
his stories were too susceptible to [ ulteriority ]	the quality of being ulterior||quality	T
That tree was hit by [ lightning ] .	the flash of light that accompanies an electric discharge in the atmosphere (or something resembling such a flash); can scintillate for a second or more||flash	T
caught in the [ mire ] of poverty	a difficulty or embarrassment that is hard to extricate yourself from||difficulty	T
it should arrive any [ day ] now	some point or period in time||time	T
he worked for price [ stabilization ] for farm products	the act of stabilizing something or making it more stable||standardization standardisation normalization normalisation	T
You were in the courtroom . What is your [ reaction ] ?	a bodily process occurring due to the effect of some antecedent stimulus or agent||bodily_process body_process bodily_function activity	T
.. and [ neap ] tides ( tides that occur during the first and third quarters of the moon and that have the least difference between high and low tides ) , ... — Richard M. Schlenker and Sarah J. Yoshida , " Developing Science Activities " , Science Activities , Vol . 32 Issue 2 , p34 , 7p , 3 charts , Summer , 1995	a less than average tide occurring at the first and third quarters of the moon||high_tide high_water highwater	T
They were pleased about their [ move ] to the country .	the act of changing your residence or place of business||change	T
The teaching consists of theory lessons and [ case ] studies .	a special set of circumstances||circumstance	T
he came to a bad [ end ]	a final state||state	T
[ room ] to pass	space for movement||position spatial_relation	T
This led to an unfortunate [ chain ] of events .	a series of things depending on each other as if linked together||series	T
he got a [ refill ] of his prescription	a prescription drug that is provided again||prescription_drug prescription prescription_medicine ethical_drug	T
city [ life ]	a characteristic state or mode of living||being beingness existence	T
When I last tried to eat strawberries I had a terrible allergic [ reaction ] .	a bodily process occurring due to the effect of some antecedent stimulus or agent||bodily_process body_process bodily_function activity	T
A person makes his [ appearance ] as an historian , an artist , or an orator .	the act of appearing in public view||arrival	T
social [ life ]	a characteristic state or mode of living||being beingness existence	T
he had a religious [ experience ]	the content of direct observation or participation in an event||content cognitive_content mental_object	T
I envied his rapid [ buildup ] of assets	the act of building up an accumulation||accumulation accrual accruement	T
he borrowed a large [ sum ]	a quantity of money||assets	T
The iPhone [ application ] VR+ connects to major social networks .	a program that gives a computer instructions that provide the user with tools to accomplish a task||program programme computer_program computer_programme	T
I love [ beer ] but I know it is bad for you .	a general name for alcoholic beverages made by fermenting a cereal (or mixture of cereals) flavored with hops||brew brewage	T
the distinctive [ ring ] of the church bell	the sound of a bell ringing; ; ; --E. A. Poe||sound	T
it was a busy [ day ] on the stock exchange	the recurring hours when you are not sleeping (especially those when you are working)||work_time	T
they fought to regain the lost [ ground ]	a position to be won or defended in battle (or as if in battle)||military_position position	T
My headache has no [ connection ] with me going out last night .	the state of being connected||union unification	T
the [ ringing ] of the telephone	the sound of a bell ringing; ; ; --E. A. Poe||sound	T
he altered the [ complexion ] of his times	a point of view or general attitude or inclination||point_of_view viewpoint stand standpoint	T
he 's a meticulous [ dresser ]	a person who dresses in a particular way||person individual someone somebody mortal soul	T
the [ grocery ] store included a meat market	a marketplace where groceries are sold||marketplace market_place mart market	T
a [ notice ] of sale	an announcement containing information about an event; ; ; "a notice of sale||announcement promulgation	T
The right reader of a good poem can tell the moment it strikes him that he has taken an immortal [ wound ] -- that he will never get over it "-- Robert Frost	a figurative injury (to your feelings or pride); ; ; --Robert Frost||distress hurt suffering	T
he gave the brat a good [ spanking ]	the act of slapping on the buttocks||discipline correction	T
earthquakes originate far below the [ surface ]	the outermost level of the land or sea||layer	T
They made an [ appointment ] to meet at six .	a meeting arranged in advance||meeting get_together	T
he was in the [ employ ] of the city	the state of being employed or having a job||state	T
when you have a [ monopoly ] you can ask any price you like	(economics) a market in which there are many buyers but only one seller||market marketplace market_place	T
he had become an [ institution ] in the theater	a custom that for a long time has been an important feature of some group or society||custom tradition	T
the deterrent [ power ] of nuclear weapons	possession of controlling influence||quality	T
it was about 500 square feet in [ area ]	the extent of a 2-dimensional surface enclosed within a boundary||extent	T
The [ death ] of my grandmother saddened the whole family .	the event of dying or departure from life||change alteration modification	T
a [ set ] of golf clubs	a group of things of the same kind that belong together and are so used||collection aggregation accumulation assemblage	T
There are some who question the [ scale ] of our ambitions .	the ratio between the size of something and a representation of it||proportion	T
Hey , buddy , you got a [ light ] ?	a device for lighting or igniting fuel or charges or fires||device	T
that is enough for the [ present ]	the period of time that is happening now; any continuous stretch of time including the moment of speech||time	T
I have the [ authority ] to penalise the staff in my department , but not the authority to sack them .	the power or right to give orders or make decisions||control	T
every artist needs an [ audience ]	the part of the general public interested in a source of information or entertainment||multitude masses mass hoi_polloi people the_great_unwashed	T
the rate of [ unemployment ] is an indicator of the health of an economy	the state of being unemployed or not having a job||state	T
an [ entreaty ] to stop the fighting	earnest or urgent request||request asking	T
the [ formation ] of crystals	natural process that causes something to form||natural_process natural_action action activity	T
a [ sense ] of happiness	a general conscious awareness||awareness consciousness cognizance cognisance knowingness	T
a time [ period ] of 30 years	an amount of time||fundamental_quantity fundamental_measure	T
the immigrants spoke an odd [ dialect ] of English	the usage or vocabulary that is characteristic of a specific group of people||non-standard_speech	T
Charm is his most endearing [ property ] .	a basic or essential attribute shared by all members of a class||attribute	T
I got some great bargains at their annual [ sale ]	an occasion (usually brief) for buying at specially reduced prices||occasion	T
he has the [ one ] but will need a two and three to go with it	the smallest whole number or a numeral representing this number||digit figure	T
he works for the United States [ mail ] service	the system whereby messages are transmitted via the post office||communication communicating	T
she called it a [ day ] and went to bed	the recurring hours when you are not sleeping (especially those when you are working)||work_time	T
While being impulsive can be great for artists , it is not a desirable [ quality ] for engineers .	an essential and distinguishing attribute of something or someone; --Shakespeare||attribute	T
he invented a technique to determine the [ sequence ] of base pairs in DNA	serial arrangement in which things follow in logical order or a recurrent pattern||series	T
He came out of the coal [ mine ] with a face covered in black .	excavation in the earth from which ores and minerals are extracted||excavation	T
the motor was out of [ commission ]	the state of being in good working order and ready for operation||operation	T
a [ component ] or constituent element of a system	an artifact that is one of the individual parts of which a composite entity is made up; especially a part that can be separated from or attached to a system||part portion	T
he felt as if his whole [ body ] were on fire	the entire structure of an organism (an animal, plant, or human being)||natural_object	T
he placed a phone [ call ] to London	a telephone connection||telephone telephony	T
I could n't believe my [ luck ] when I found a fifty dollar bill on the street .	an unknown and unpredictable phenomenon that causes an event to result one way rather than another||phenomenon	T
He set his e - mail message 's [ priority ] to high .	status established in order of importance or urgency||high_status	T
I caught him with a solid [ shot ] to the chin	a blow hard enough to cause injury||blow	T
deep in her breast lives the silent [ wound ]	a figurative injury (to your feelings or pride); ; ; --Robert Frost||distress hurt suffering	T
he jumped into the [ drink ] and had to be rescued	any large deep body of water||body_of_water water	T
This [ trombone ] is very expensive .	a brass instrument consisting of a long tube whose length can be varied by a U-shaped slide||brass brass_instrument	T
A [ tautology ] can be verified by constructing a truth tree for its negation : if all of the leaf nodes of such truth tree end in X 's , then the original ( pre - negated ) formula is a tautology .	(logic) a statement that is necessarily true||truth true_statement	T
the president no longer has the [ support ] of his own party	aiding the cause or policy or interests of||aid assist assistance help	T
the government tried to accelerate the [ commercialization ] of this development	the act of commercializing something; involving something in commerce||exploitation development	T
he overstepped his [ place ]	proper or designated social situation||social_station social_status social_rank rank	T
the assembly line was on a 12-hour [ run ]	the continuous period of time during which something (a machine or a factory) operates or continues in operation||time_period period_of_time period	T
A [ leak ] in a roof	the discharge of a fluid from some container||discharge outpouring run	T
The new law will come into [ effect ] on the first day of next year .	(of a law) having legal validity||validity validness	T
the architect left [ space ] in front of the building	an empty area (usually bounded in some way between things)||amorphous_shape	T
The store is huge , occupying an entire city [ block ] .	a rectangular area in a city surrounded by streets and usually containing several buildings||area country	T
A roller [ cot ] ( the clothing of a drawing roller in a spinning frame )	a sheath worn to protect a finger||sheath	T
a [ drain ] on resources	a gradual depletion of energy or resources||depletion	T
a small mom - and - pop [ business ]	a commercial or industrial enterprise and the people who constitute it||enterprise	T
As a Greek numeral , [ iota ] represents ten .	the 9th letter of the Greek alphabet||letter letter_of_the_alphabet alphabetic_character	T
in the [ day ] of the dinosaurs	an era of existence or influence||era epoch	T
he checked the [ direction ] and velocity of the wind	the spatial relation between something and the course along which it points or moves||position spatial_relation	T
This building used to be a [ church ] before being converted into a library .	a place for public (especially Christian) worship||place_of_worship house_of_prayer house_of_God house_of_worship	T
England coach Sven Göran Eriksson hailed midfielder David Beckham as possibly the best [ passer ] in the world . - http://news.bbc.co.uk/sport1/hi/football/world_cup_2002/1354920.stm BBC Sport - Eriksson salutes Beckham brilliance	a student who passes an examination||student pupil educatee	T
the [ machinery ] of command labored and brought forth an order	a system of means and activities whereby a social institution functions||system scheme	T
there was a [ drop ] in pressure in the pulmonary artery	a sudden sharp decrease in some quantity||decrease decrement	T
they collected and cut their own [ firewood ]	wood used for fuel||fuel	T
That guy keeps interrupting the concert . Throw the [ bum ] out !	person who does no work||nonworker	T
Which [ side ] of the tray shall I put it on ?	either the left or right half of a body||area region	T
" A is a [ hyponym ] of B " means that " A is a type of B. "	a word that is more specific than a given word||word	T
a lazy [ bum ]	person who does no work||nonworker	T
There should n't be more than two [ dozen ] Christmas cards left to write .	the cardinal number that is the sum of eleven and one||large_integer	T
[ life ] depends on many chemical and physical processes	the condition of living or the state of being alive||being beingness existence	T
Place a [ check ] by the things you have done .	a mark indicating that something has been noted or completed etc.||mark	T
he spoke in a nervous [ tone ] of voice	the quality of a person's voice||manner_of_speaking speech delivery	T
he uttered harsh [ language ]	(language) communication by word of mouth||auditory_communication	T
the [ art ] of conversation	a superior skill that you can learn by study and practice and observation||superior_skill	T
he looked for books with the word ` jazz ' in the [ title ]	the name of a work of art or literary composition etc.||name	T
To fall off a [ point ]	any of 32 horizontal directions indicated on the card of a compass||direction	T
there was a certain [ woodenness ] in his replies	the quality of being wooden and awkward||awkwardness clumsiness gracelessness stiffness	T
Unauthorized [ reproduction ] of this article is prohibited .	the act of making copies||copying	T
The gift of [ language ]	a systematic means of communicating by the use of sounds or conventional symbols||communication	T
they improve their [ product ] every year	an artifact that has been created by someone or some process||creation	T
the Cotswolds were once at the [ forefront ] of woollen manufacturing in England	the position of greatest importance or advancement; the leading position in any movement or field||position view perspective	T
He was arrested and taken down to Sun Hill [ nick ] police station to be charged .	(British slang) a prison||prison prison_house	T
a [ ball ] of fire	an object with a spherical shape||sphere	T
the family owned a large [ estate ] on Long Island	extensive landed property (especially in the country) retained by the owner for his own use||real_property real_estate realty immovable	T
he drank a [ cup ] of coffee	the quantity a cup will hold||containerful	T
by no [ stretch ] of the imagination	extension to or beyond the ordinary limit||extension	T
put your books on [ top ] of the desk	the highest or uppermost side of anything||side face	T
he planted a [ field ] of wheat	a piece of land cleared of trees and usually enclosed||tract piece_of_land piece_of_ground parcel_of_land parcel	T
The noblemen visited the queen in her [ court ] .	the residence of a sovereign or nobleman||residence	T
may the [ force ] be with you	one possessing or exercising power or influence or authority||causal_agent cause causal_agency	T
he heard the phone ringing but did n't want to take the [ call ]	a telephone connection||telephone telephony	T
I 've always had a [ liking ] for reading	a feeling of pleasure and enjoyment||feeling	T
He passed all the exams with [ ease ] .	freedom from difficulty or hardship or effort||quality	T
A book about a time machine that can transport people back into the [ past ]	the time that has elapsed||time	T
To say crossing the street was brave was quite a [ stretch ] .	the act of physically reaching or thrusting out||motion movement move motility	T
she made the [ boy ] brush his teeth every night	a youthful male person||male male_person	T
I could n't get his words out of my [ head ]	that which is responsible for one's thoughts and feelings; the seat of the faculty of reason||cognition knowledge noesis	T
A peach [ stone ]	the hard inner (usually woody) layer of the pericarp of some fruits (as peaches or plums or cherries or olives) that contains the seed||pericarp seed_vessel	T
the plane was just a [ speck ] in the sky	a very small spot||spot speckle dapple patch fleck maculation	T
the [ time ] is 10 o'clock	a reading of a point in time as given by a clock||reading meter_reading indication	T
I made many mistakes in my [ youth ] , but learned from them all .	the time of life between childhood and maturity||time_of_life	T
a good [ ear ] for pitch	good hearing||hearing audition auditory_sense sense_of_hearing auditory_modality	T
Would you be a dear and get me a cup of [ tea ] , please ?	dried leaves of the tea shrub; used to make tea||herb	T
the [ number ] of parameters is small	the property possessed by a sum or total or indefinite quantity of units or individuals||amount	T
It just wo n't make much of a [ difference ] to anyone .	a significant change||change	T
The annual report has been my [ baby ] since September .	a project of personal concern to someone||undertaking project task labor	T
The [ move ] into my fiancé 's house took two long days .	the act of changing your residence or place of business||change	T
the [ war ] against crime	a concerted campaign to end something that is injurious||campaign cause crusade drive movement effort	T
no escape from the [ ghetto ] of the typing pool	any segregated mode of living or working that results from bias or stereotyping||life	T
the [ cold ] helped clear his head	the sensation produced by low temperatures||temperature	T
a bald [ spot ]	a small contrasting part of something||marking	T
a [ length ] of tubing	a section of something that is long and narrow||section segment	T
book [ fair ]	gathering of producers to promote business||gathering assemblage	T
The band returned to the [ stage ] to play an encore .	a large platform on which people can stand and can be seen by an audience||platform	T
show me where the [ business ] was today	the volume of commercial activity||business_activity commercial_activity	T
If you do n't give me a [ reason ] to go with you , I wo n't .	a rational motive for a belief or action||rational_motive	T
I lost my locket in this [ patch ] of grass here .	a period of indeterminate length (usually short) marked by some action or condition||time	T
his [ nomination ] was hotly protested	the condition of having been proposed as a suitable candidate for appointment or election||condition status	T
He was a rotund , jolly man with a [ twinkle ] in his eye .	merriment expressed by a brightness or gleam or animation of countenance||expression look aspect facial_expression face	T
for your [ sake ]	a reason for wanting something done||benefit welfare	T
[ cold ] is a vasoconstrictor	the absence of heat||temperature	T
he stood on the [ right ]	location near or direction toward the right side; i.e. the side to the south when a person or object faces east||position place	T
the surface had a greasy [ feeling ]	the sensation produced by pressure receptors in the skin||perception	T
[ grade ] A milk	a number or letter indicating quality (especially of a student's performance)||evaluation valuation rating	T
renewed jitters in the wake of a [ blip ] in retail sales	a sudden minor shock or meaningless interruption||shock blow	T
toe the [ line ]	acting in conformity||conformity conformation compliance abidance	T
a gossip [ session ]	a meeting devoted to a particular activity||meeting coming_together	T
We had a wonderful [ time ] at the party .	a person's experience on a particular occasion||experience	T
We walked with a quick , even [ rhythm ] .	the basic rhythmic unit in a piece of music||musical_time	T
a biochemical [ profile ] of blood	an analysis (often in graphical form) representing the extent to which something exhibits various characteristics||chart	T
she 's an elegant [ dresser ]	a person who dresses in a particular way||person individual someone somebody mortal soul	T
the [ change ] was intended to increase sales	an event that occurs when something passes from one state or phase to another||happening occurrence occurrent natural_event	T
It is the usual [ practice ] of employees there to wear neckties only when meeting with customers .	a customary way of operation or behavior||activity	T
she bought a lovely [ piece ] of china	an item that is an instance of some type||item	T
the house was filled with [ company ] when I arrived	a social gathering of guests or companions||social_gathering social_affair	T
the [ production ] of white blood cells	the act or process of producing something||act deed human_action human_activity	T
The teenager could n't bear the [ shame ] of introducing his parents .	a state of dishonor||dishonor dishonour	T
They come from a faraway [ land ] .	the solid part of the earth's surface||object physical_object	T
The [ question ] of seniority will be discussed at the meeting .	the subject matter at issue||subject topic theme	T
their quarterback was a good [ scrambler ]	a rapid mover; someone who scrambles||mover	T
Iron fillings drawn by the [ pull ] of a magnet	the force used in pulling||force	T
the machine is now in working [ order ]	a condition of regular or proper arrangement||condition status	T
my horse lost the race by a [ nose ]	a small distance||small_indefinite_quantity small_indefinite_amount	T
at a [ distance ] of ten years he had forgotten many of the details	a remote point in time||point point_in_time	T
they say [ luck ] is a lady	an unknown and unpredictable phenomenon that leads to a favorable outcome||phenomenon	T
she has a [ thing ] about him	a persistent illogical feeling of desire or aversion||feeling	T
the movie demanded a dramatic [ canvas ] of sound	the setting for a narrative or fictional or dramatic account||setting background scope	T
The present [ ministry ] of the Holy Spirit	the work of a minister of religion||employment work	T
the Japanese were active last week on the diplomatic [ front ]	a sphere of activity involving effort||sphere domain area orbit field arena	T
They agreed to see each other at the bus [ stop ] .	a spot where something halts or pauses||topographic_point place spot	T
the collar has a [ tab ] with a button hole	a short strip of material attached to or projecting from something in order to facilitate opening or identifying or handling it||strip slip	T
campaigning in his own [ behalf ]	for someone's benefit (usually expressed as `in behalf' rather than `on behalf' and usually with a possessive)||sake interest	T
The centimetre is a [ unit ] of length .	any division of quantity accepted as a standard of measurement or exchange||definite_quantity	T
any line joining two points on a [ plane ] lies wholly on that plane	(mathematics) an unbounded two-dimensional shape||shape form	T
he was here for a little [ while ]	a period of indeterminate length (usually short) marked by some action or condition||time	T
in the [ interest ] of safety	a reason for wanting something done||benefit welfare	T
his horse won by a [ head ]	the length or height based on the size of a human or animal head||linear_unit linear_measure	T
in the [ black ] of night	total absence of light||dark darkness	T
he used a piece of [ tape ] for a belt	a long thin piece of cloth or paper as used for binding or fastening||strip slip	T
he gave his [ word ]	a promise||promise	T
the word is a basic linguistic [ unit ]	an individual or group or structure or other entity regarded as a structural or functional constituent of a whole||part portion component_part component constituent	T
he had a [ drop ] too much to drink	a small indefinite quantity (especially of a liquid); ; ; ; --Kipling||small_indefinite_quantity small_indefinite_amount	T
they measured the station 's signal [ strength ]	the amount of energy transmitted (as by acoustic or electromagnetic radiation)||magnitude	T
the new line of cars will soon be on [ sale ]	the state of being purchasable; offered or exhibited for selling||merchantability	T
She wanted to wipe him off the [ face ] of the earth .	a surface forming part of the outside of an object||surface	T
His friend 's opinion had an [ impact ] on his decision .	a forceful consequence; a strong effect||consequence effect outcome result event issue upshot	T
wage [ stabilization ] is necessary for industrial peace	the act of stabilizing something or making it more stable||standardization standardisation normalization normalisation	T
the slow [ development ] of her skill as a writer	a process in which something passes by degrees to a different stage (especially a more advanced or mature stage)||process physical_process	T
there 's no place like [ home ]	an environment offering affection and security||environment	T
I did n't have a good [ deal ] all evening .	the cards held in a card game by a given player at any given time||collection aggregation accumulation assemblage	T
The lawyer took a [ cut ] of the profits .	a share of the profits||share portion part percentage	T
The [ meaning ] of life	the message that is intended or expressed or signified||message content subject_matter substance	T
She 's got a perfect [ smile ] .	a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement||facial_expression facial_gesture	T
When is your [ baby ] due ?	a very young mammal||young_mammal	T
Who 's got [ dibs ] on the chips ?	a claim of rights||claim	T
the wall had a smooth [ texture ]	the feel of a surface or a fabric||tactile_property feel	T
after that [ day ] she never trusted him again	some point or period in time||time	T
A mountain [ pass ]	the location in a range of mountains of a geological formation that is lower than the surrounding peaks||location	T
